arm,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
A0,2020-05-11,2020-05-12,MSFT,185.18,182.85,182.6671,-193.87,-1.078,1,stop,73,111.0,4.0,18.0,291.0,716,175.0,712,105.0,710,XLK,2.0,11.0,7054865158.501999,0.02405785590565216
A0,2020-05-14,2020-05-21,NFLX,45.0,43.43,43.3865,-193.25,-1.028,7,stop,78,3.0,,,241.0,726,86.0,722,64.0,720,XLC,4.0,11.0,4253778222.0275,0.03482501693991905
A0,2020-05-11,2020-05-26,VRTX,278.08,270.44,281.6412,174.61,0.467,15,partial;stop,28,55.0,2.0,18.0,360.0,716,102.0,712,77.0,710,XLV,1.0,11.0,539477270.4350001,0.03595378756436672
A0,2020-05-19,2020-05-26,AMZN,123.87,121.45,121.3271,-198.64,-1.05,7,stop,59,11.0,2.0,17.0,467.0,731,98.0,727,86.0,725,XLY,4.0,11.0,11446645059.4725,0.025896098018641976
A0,2020-05-05,2020-05-27,ATVI,68.39,66.97,70.1579,362.76,1.248,22,close<MA;partial,73,106.0,3.0,18.0,503.0,724,69.0,723,111.0,720,XLK,2.0,11.0,533965478.72700006,0.03559700620334243
A0,2020-05-18,2020-05-27,ADBE,374.0,367.21,376.8095,75.76,0.413,9,partial;stop,73,112.0,5.0,18.0,344.0,728,194.0,724,123.0,722,XLK,2.0,11.0,978276853.635,0.029400593330745517
A0,2020-05-22,2020-05-27,GOOGL,70.89,69.8,69.7277,-201.74,-1.064,5,stop,73,115.0,6.0,18.0,310.0,728,233.0,724,203.0,720,XLK,1.0,11.0,2933632068.257,0.024848857789076126
A0,2020-05-26,2020-05-27,GOOG,71.94,70.61,70.5359,-274.3,-1.053,1,stop,73,113.0,5.0,18.0,339.0,726,224.0,722,204.0,718,XLK,1.0,11.0,2404142231.4862,0.024137223662473284
A0,2020-05-28,2020-05-29,SBUX,80.0,77.93,77.8521,-375.87,-1.038,1,stop,58,18.0,11.0,18.0,582.0,729,341.0,724,358.0,719,XLY,3.0,11.0,843328606.385,0.02700615479173215
A0,2020-05-27,2020-06-04,UNH,300.3,292.19,301.261,44.21,0.118,8,partial;stop,63,23.0,12.0,18.0,586.0,729,136.0,724,228.0,719,XLF,10.0,11.0,1258568885.4754999,0.027008143794133178
A0,2020-06-02,2020-06-08,HD,252.48,247.0,252.2316,-8.52,-0.046,6,partial;stop,52,5.0,,,246.0,732,235.0,728,193.0,722,XLY,3.0,11.0,1386624096.4435,0.025872200946286922
A0,2020-06-05,2020-06-08,INTC,64.2,63.16,63.0968,-241.39,-1.06,3,stop,36,35.0,6.0,18.0,546.0,727,238.0,723,214.0,717,XLK,2.0,11.0,1245457957.7662501,0.028285709968813598
A0,2020-05-29,2020-06-11,CSCO,46.51,45.41,46.5254,3.2,0.017,13,partial;stop,35,28.0,10.0,18.0,373.0,723,172.0,718,279.0,713,XLK,1.0,11.0,1032492043.67475,0.024147853366883208
A0,2020-06-02,2020-06-11,ECL,217.13,211.55,219.6232,82.37,0.448,9,partial;stop,28,57.0,2.0,19.0,365.0,732,214.0,728,188.0,722,XLB,5.0,11.0,1067620006.967,0.025672611976199765
A0,2020-06-05,2020-06-11,MA,310.31,305.65,304.705,-252.23,-1.202,6,partial;stop,73,117.0,4.0,18.0,482.0,727,358.0,723,270.0,717,XLI,6.0,11.0,1300105498.928,0.025102635830191705
A0,2020-06-09,2020-06-11,HD,257.07,253.86,248.6111,-456.61,-2.637,2,stop,52,6.0,,,536.0,756,367.0,752,168.0,746,XLY,3.0,11.0,1446397127.578,0.02445000881881264
A0,2020-06-17,2020-06-19,LOW,133.52,133.13,132.9969,-54.23,-1.338,2,stop,52,6.0,,,378.0,774,124.0,769,210.0,767,XLY,2.0,11.0,858953151.5764999,0.02842528166723556
A0,2020-06-22,2020-06-24,TGT,123.05,119.87,119.7515,-194.78,-1.038,2,stop,53,10.0,8.0,19.0,602.0,799,638.0,792,355.0,789,XLY,2.0,11.0,665929945.765,0.025855268830506088
A0,2020-06-18,2020-06-29,CRM,184.98,181.62,181.4334,-266.36,-1.054,11,stop,73,115.0,7.0,19.0,486.0,768,465.0,763,199.0,761,XLK,3.0,11.0,1265032174.1060002,0.02766068576742734
A0,2020-06-30,2020-07-14,MSFT,204.15,198.98,205.5222,49.26,0.265,14,partial;stop,73,121.0,7.0,21.0,168.0,818,364.0,811,135.0,807,XLK,3.0,11.0,6815985537.049,0.025329851567255212
A0,2020-06-16,2020-07-15,ADBE,412.13,405.48,433.0341,689.78,3.14,29,close<MA;partial,73,116.0,8.0,19.0,409.0,772,344.0,767,103.0,765,XLK,3.0,11.0,1262696959.6705,0.02714523025793824
A0,2020-07-15,2020-07-16,BKNG,69.95,69.8,69.7318,-44.71,-1.471,1,stop,47,5.0,,,298.0,698,338.0,691,428.0,683,XLI,5.0,11.0,697687860.3135,0.03440743533568003
A0,2020-06-16,2020-07-17,PYPL,161.05,158.3,171.4519,884.09,3.781,31,close<MA;partial,73,116.0,8.0,19.0,495.0,772,154.0,767,59.0,765,XLI,6.0,11.0,1143461799.2465,0.03075802233981138
A0,2020-07-06,2020-07-23,AAPL,93.19,92.47,93.6276,67.24,0.61,17,partial;stop,35,34.0,16.0,20.0,100.0,805,233.0,798,165.0,793,XLK,2.0,11.0,13673931542.0405,0.02619198841203822
A0,2020-07-20,2020-07-24,NOW,86.25,84.91,83.9719,-383.08,-1.696,4,stop,73,114.0,6.0,17.0,255.0,678,163.0,672,117.0,663,XLK,2.0,11.0,671838303.744,0.034124806784361195
A0,2020-08-03,2020-08-07,BAC,25.32,24.69,25.2961,-10.98,-0.031,4,partial;stop,60,21.0,12.0,13.0,239.0,551,404.0,549,407.0,543,XLF,7.0,11.0,1551719273.1195,0.02727790974353353
A0,2020-08-07,2020-08-10,CMG,23.82,23.21,23.1879,-387.22,-1.038,3,stop,58,10.0,8.0,13.0,261.0,534,187.0,532,132.0,527,XLY,2.0,11.0,401299438.3455,0.02554522780733932
A0,2020-08-05,2020-08-11,LULU,337.9,328.26,339.1691,50.57,0.131,6,partial;stop,23,6.0,,,251.0,543,112.0,541,143.0,535,XLY,2.0,11.0,531454148.25299996,0.03244877712794099
A0,2020-07-01,2020-08-12,AMZN,139.94,137.7,155.3408,1278.28,6.876,42,close<MA;partial,59,12.0,1.0,21.0,113.0,823,231.0,816,75.0,812,XLY,2.0,11.0,10830846414.142,0.02512563257072889
A0,2020-08-11,2020-08-12,F,7.22,7.19,7.1828,-68.42,-1.264,1,stop,37,15.0,2.0,13.0,126.0,519,133.0,517,316.0,513,XLY,2.0,11.0,499566735.30799997,0.03129157073244338
A0,2020-08-24,2020-08-25,TWTR,39.72,39.64,39.6004,-44.86,-1.497,1,stop,73,83.0,5.0,12.0,227.0,455,179.0,451,200.0,448,XLK,1.0,11.0,512230669.4459999,0.02909876296796158
A0,2020-07-29,2020-09-04,PYPL,184.17,178.39,186.984,182.65,0.486,37,partial;stop,73,97.0,6.0,14.0,362.0,532,91.0,529,94.0,524,XLI,5.0,11.0,1218777034.2955003,0.03139917863580123
A0,2020-08-18,2020-09-04,AMZN,162.54,160.29,162.9139,34.02,0.168,17,partial;stop,59,9.0,,,207.0,487,155.0,483,98.0,480,XLY,2.0,11.0,13459469135.599499,0.027099645528977017
A0,2020-08-19,2020-09-04,LULU,361.13,356.17,364.6106,139.19,0.701,16,partial;stop,23,5.0,,,146.0,478,104.0,474,115.0,471,XLY,2.0,11.0,470577610.962,0.028193271985319908
A0,2020-08-26,2020-09-04,NFLX,51.13,49.88,51.6077,140.03,0.379,9,partial;stop,78,2.0,,,305.0,444,185.0,439,159.0,436,XLC,3.0,11.0,2321878352.2075,0.024464804704541578
A0,2020-07-02,2020-09-09,NVDA,9.65,9.58,11.8832,3266.24,30.213,69,close<MA;partial,36,38.0,8.0,21.0,151.0,812,186.0,807,66.0,802,XLK,2.0,11.0,4075881026.7451997,0.03410670395752148
A0,2020-09-08,2020-09-10,GM,31.75,31.05,31.019,-338.54,-1.044,2,stop,37,15.0,1.0,10.0,79.0,445,256.0,439,255.0,433,XLY,2.0,11.0,413184004.97999996,0.03783452689603943
A0,2020-08-13,2020-09-15,CMG,23.89,23.35,25.4178,926.51,2.816,33,close<MA;partial,58,11.0,7.0,14.0,299.0,512,248.0,509,139.0,506,XLY,2.0,11.0,388657829.65749997,0.025116731044607786
A0,2020-09-14,2020-09-18,BLDR,32.5,31.85,31.821,-308.68,-1.049,4,stop,52,5.0,,,116.0,459,43.0,454,81.0,447,XLY,2.0,11.0,128880236.56824999,0.04302003887257539
A0,2020-09-11,2020-09-21,FDX,231.81,225.47,234.2374,147.97,0.383,10,partial;stop,45,8.0,,,49.0,448,29.0,443,56.0,436,XLI,4.0,11.0,568967551.426,0.027411166310619805
A0,2020-09-18,2020-09-21,DE,221.82,219.45,216.0337,-382.0,-2.44,3,stop,35,21.0,9.0,14.0,70.0,512,60.0,506,174.0,497,XLI,2.0,11.0,450726994.38500005,0.025292836464381553
A0,2020-09-30,2020-10-01,DE,225.61,220.24,220.0148,-363.39,-1.041,1,stop,35,26.0,10.0,18.0,93.0,646,60.0,641,199.0,631,XLI,2.0,11.0,377368364.402,0.027313396486279378
A0,2020-09-28,2020-10-15,HOLX,65.8,65.1,66.1706,83.96,0.539,17,partial;stop,38,39.0,4.0,18.0,280.0,649,165.0,644,106.0,634,XLV,8.0,11.0,155427798.548,0.03661756017209837
A0,2020-10-06,2020-10-15,CRM,256.76,249.0,259.6804,145.84,0.376,9,partial;stop,73,100.0,9.0,18.0,480.0,589,127.0,586,176.0,580,XLK,3.0,11.0,1469154145.741,0.03148062542082346
A0,2020-09-30,2020-10-19,DHI,75.96,74.11,76.0515,18.55,0.052,19,partial;stop,15,6.0,,,126.0,646,76.0,641,81.0,631,XLI,2.0,11.0,248495418.50700003,0.03614381008307985
A0,2020-09-24,2020-10-20,DRI,94.84,92.31,97.9323,472.39,1.218,26,close<MA;partial,58,11.0,7.0,19.0,72.0,623,106.0,617,206.0,608,XLY,3.0,11.0,177297206.7075,0.03594094023224628
A0,2020-09-30,2020-10-21,LEN,77.85,76.6,78.781,175.72,0.744,21,partial;stop,15,6.0,,,106.0,646,98.0,641,91.0,631,XLI,2.0,11.0,241992161.51596007,0.03947622724854479
A0,2020-10-19,2020-10-21,LUV,40.04,39.57,39.5264,-190.53,-1.083,2,stop,45,8.0,,,370.0,504,161.0,498,290.0,493,XLI,1.0,11.0,348020725.763,0.03433475368835299
A0,2020-10-21,2020-10-22,TWTR,49.02,48.85,48.8011,-66.44,-1.289,1,stop,73,85.0,5.0,14.0,98.0,491,101.0,483,151.0,477,XLK,3.0,11.0,794291199.7889999,0.03284098508056785
A0,2020-10-22,2020-10-27,LUV,40.94,40.08,40.0399,-330.66,-1.047,5,stop,45,8.0,,,263.0,467,123.0,459,266.0,453,XLI,3.0,11.0,332423169.58650005,0.03155483003689695
A0,2020-10-02,2020-10-28,DE,226.29,220.26,226.2257,-3.99,-0.01,26,close<MA;partial,35,24.0,11.0,18.0,216.0,639,68.0,635,249.0,626,XLI,3.0,11.0,371280695.7055,0.026650100419205812
A0,2020-10-30,2020-11-02,FIVN,154.75,149.35,149.1971,-200.07,-1.028,3,stop,73,87.0,6.0,11.0,110.0,508,129.0,498,137.0,492,XLK,6.0,11.0,76382820.6245,0.03494671602187426
A0,2020-11-05,2020-11-06,IP,47.36,46.15,46.0993,-205.06,-1.038,1,stop,26,3.0,,,95.0,545,75.0,537,213.0,529,XLB,3.0,11.0,136923971.2865,0.025589768202143825
A0,2020-11-04,2020-11-09,GH,114.44,110.11,110.0042,-199.81,-1.025,5,stop,80,8.0,,,303.0,508,71.0,499,252.0,492,XLV,10.0,11.0,119115935.527,0.03783515654602303
A0,2020-11-09,2020-11-10,ALLY,30.06,29.5,29.4705,-209.28,-1.053,1,stop,60,22.0,9.0,16.0,312.0,574,102.0,565,73.0,559,XLF,9.0,11.0,138231846.092,0.033478901612503345
A0,2020-11-09,2020-11-10,IVZ,15.15,14.77,14.7552,-206.26,-1.039,1,stop,62,12.0,10.0,16.0,158.0,574,94.0,565,90.0,559,XLF,9.0,11.0,79276857.158,0.03723131929032916
A0,2020-11-04,2020-11-11,FIVE,141.53,137.13,143.0079,64.97,0.335,7,partial;stop,53,5.0,,,158.0,508,66.0,499,147.0,492,XLY,4.0,11.0,67338222.2735,0.03112879182887075
A0,2020-11-16,2020-11-17,BG,60.56,58.65,58.5913,-411.55,-1.031,1,stop,20,14.0,9.0,17.0,243.0,725,119.0,715,108.0,709,XLP,8.0,11.0,90538846.671,0.03482718556768465
A0,2020-12-01,2020-12-02,FDX,296.37,287.6,286.9328,-434.16,-1.076,1,stop,45,8.0,,,517.0,718,150.0,706,60.0,698,XLI,1.0,11.0,719274617.212,0.030851116245090245
A0,2020-12-03,2020-12-08,TWTR,47.99,47.03,46.983,-318.58,-1.049,5,stop,73,107.0,7.0,17.0,288.0,708,414.0,695,187.0,688,XLK,11.0,11.0,603116472.2735,0.03415170056630211
A0,2020-10-16,2020-12-11,GM,32.91,32.68,40.8014,3581.39,33.874,56,close<MA;partial,37,18.0,11.0,14.0,323.0,538,150.0,533,226.0,527,XLY,1.0,11.0,347157994.0905,0.030908008197797175
A0,2020-12-04,2020-12-11,QCOM,153.48,150.0,149.0908,-434.86,-1.261,7,stop,36,35.0,1.0,16.0,263.0,685,200.0,672,104.0,665,XLK,9.0,11.0,1389687792.844,0.028548333513251183
A0,2020-12-14,2020-12-18,TJX,66.99,65.32,67.0848,22.42,0.059,4,partial;stop,56,8.0,,,307.0,536,310.0,519,298.0,510,XLY,7.0,11.0,592861699.7409999,0.02484589809170473
A0,2020-12-15,2020-12-21,MTCH,150.7,145.65,150.9345,18.95,0.046,6,partial;stop,73,87.0,1.0,13.0,317.0,546,203.0,529,142.0,520,XLK,5.0,11.0,254308216.58949995,0.03524257289334269
A0,2020-11-25,2020-12-24,XLNX,136.99,133.92,143.6491,732.85,2.175,29,close<MA;partial,36,42.0,1.0,17.0,322.0,767,223.0,755,195.0,748,XLK,11.0,11.0,576451147.098,0.03421251287058674
A0,2020-12-23,2020-12-24,HCA,166.15,164.42,164.2556,-175.81,-1.095,1,stop,80,8.0,,,283.0,557,220.0,542,148.0,526,XLV,8.0,11.0,237326938.9735,0.024416253311984937
A0,2020-12-23,2020-12-29,COF,96.72,95.75,95.6543,-171.04,-1.099,6,stop,60,21.0,7.0,13.0,237.0,557,227.0,542,242.0,526,XLF,2.0,11.0,286618063.53249997,0.029728480227840998
A0,2020-12-28,2021-01-04,C,61.88,60.49,61.5284,-88.71,-0.254,7,partial;stop,60,20.0,7.0,12.0,294.0,516,190.0,503,361.0,486,XLF,2.0,11.0,1230956383.4290001,0.025226829917481364
A0,2020-11-19,2021-01-07,MDB,258.26,246.22,321.1618,2075.83,5.224,49,close<MA;partial,73,117.0,7.0,17.0,607.0,752,356.0,741,471.0,735,XLK,9.0,11.0,146958617.52850002,0.04662683907924838
A0,2021-01-07,2021-01-08,UBER,56.08,53.8,53.7436,-431.5,-1.024,1,stop,73,100.0,2.0,13.0,457.0,540,167.0,529,187.0,511,XLI,4.0,11.0,1002335201.832,0.040634789152102245
A0,2021-01-13,2021-01-14,MTCH,159.69,154.38,154.228,-431.46,-1.029,1,stop,73,98.0,2.0,13.0,391.0,562,208.0,550,229.0,532,XLK,8.0,11.0,345099650.18999994,0.033234135875100164
A0,2021-01-14,2021-01-15,DAL,41.97,41.12,41.0789,-338.47,-1.048,1,stop,45,7.0,,,489.0,551,276.0,539,265.0,519,XLI,4.0,11.0,452665390.24350005,0.029005964497190156
A0,2020-12-15,2021-01-25,DFS,85.17,82.64,89.996,782.6,1.916,41,close<MA;partial,61,8.0,,,287.0,546,131.0,529,172.0,520,XLF,2.0,11.0,215515787.742,0.02960308506213775
A0,2021-01-05,2021-01-25,EXPE,136.01,131.46,136.6825,30.45,0.149,20,close<MA;partial,47,3.0,,,292.0,492,157.0,482,168.0,462,XLI,5.0,11.0,345524903.832,0.034094990061653355
A0,2021-01-21,2021-01-25,PYPL,250.1,243.58,243.3364,-216.43,-1.037,4,stop,73,93.0,3.0,14.0,370.0,567,347.0,553,292.0,531,XLI,7.0,11.0,1566127219.506,0.028743266116116377
A0,2020-12-31,2021-01-27,MU,74.68,72.58,76.5581,370.06,0.895,27,partial;stop,36,33.0,2.0,12.0,195.0,481,134.0,471,216.0,451,XLK,6.0,11.0,1071339028.6025,0.02810084818719369
A0,2021-01-28,2021-01-29,MIDD,142.92,138.31,138.1717,-422.85,-1.03,1,stop,35,35.0,12.0,19.0,252.0,699,280.0,683,182.0,659,XLI,7.0,11.0,131424026.30399999,0.034504112831806814
A0,2020-11-25,2021-02-01,KEYS,119.11,117.12,137.2241,2282.51,9.108,68,close<MA;partial,38,46.0,16.0,17.0,400.0,767,304.0,755,528.0,748,XLV,9.0,11.0,146984269.19199997,0.025927021199772672
A0,2021-02-02,2021-02-03,AVGO,47.05,46.8,46.7532,-95.78,-1.189,1,stop,36,51.0,3.0,21.0,315.0,836,361.0,817,271.0,792,XLK,3.0,11.0,760089325.6705,0.02400143199183846
A0,2021-02-02,2021-02-03,ANET,20.04,19.67,19.6534,-297.44,-1.053,1,stop,35,41.0,13.0,21.0,276.0,836,191.0,817,495.0,792,XLK,3.0,11.0,207045038.21359998,0.02571979566476964
A0,2021-02-04,2021-02-10,ALLY,42.03,40.59,40.5494,-419.57,-1.028,6,stop,60,23.0,16.0,21.0,263.0,833,263.0,815,127.0,787,XLF,2.0,11.0,209583094.93400002,0.034967979825164267
A0,2021-02-08,2021-02-17,ROKU,448.62,431.82,450.0681,34.8,0.086,9,partial;stop,48,15.0,12.0,20.0,146.0,798,110.0,779,69.0,753,XLC,5.0,11.0,1698957524.5555,0.04509708729124425
A0,2021-02-12,2021-02-17,MU,87.34,85.46,85.3745,-215.9,-1.046,5,stop,36,50.0,4.0,20.0,330.0,802,212.0,782,197.0,757,XLK,2.0,11.0,1297463566.1285,0.03515321197187975
A0,2021-02-04,2021-02-18,DE,307.27,301.95,308.6472,67.56,0.259,14,partial;stop,35,39.0,14.0,21.0,291.0,833,413.0,815,195.0,787,XLI,6.0,11.0,490559703.88850003,0.026443881210620145
A0,2021-02-24,2021-02-26,F,12.05,11.64,11.6284,-434.27,-1.028,2,stop,37,29.0,11.0,20.0,493.0,847,316.0,825,223.0,798,XLY,6.0,11.0,867227138.8859999,0.03791618925672041
A0,2021-02-22,2021-03-04,SYF,38.35,37.94,38.681,133.39,0.793,10,partial;stop,61,12.0,1.0,18.0,681.0,821,412.0,799,293.0,773,XLF,2.0,11.0,234815107.62550002,0.03181797061703241
A0,2021-01-29,2021-03-05,WDC,58.72,56.17,65.5269,1089.32,2.667,35,close<MA;partial,35,38.0,15.0,20.0,342.0,762,326.0,746,421.0,722,XLK,3.0,11.0,290793124.9695,0.04348200715182823
A0,2021-03-11,2021-03-12,DD,32.4,32.06,32.0307,-181.72,-1.096,1,stop,28,71.0,3.0,22.0,426.0,908,388.0,890,478.0,861,XLB,3.0,11.0,458189323.02458984,0.03199606409233715
A0,2021-03-10,2021-03-22,GS,340.44,331.53,341.4978,49.71,0.119,12,partial;stop,62,24.0,5.0,22.0,222.0,898,156.0,881,275.0,851,XLF,2.0,11.0,988548511.8745,0.026386591925300018
A0,2021-03-05,2021-03-23,ISBC,14.04,13.69,14.1071,76.26,0.195,18,partial;stop,60,25.0,10.0,20.0,155.0,843,158.0,824,171.0,795,XLF,2.0,11.0,92811372.0025,0.02718148155223245
A0,2021-03-17,2021-03-23,BAC,38.21,37.33,37.2927,-390.05,-1.042,6,stop,60,29.0,10.0,22.0,192.0,897,238.0,879,388.0,853,XLF,2.0,11.0,2140351430.933,0.025401183189887377
A0,2021-02-16,2021-03-24,WFC,34.1,34.0,38.1506,1845.2,38.882,36,close<MA;partial,60,21.0,15.0,19.0,624.0,800,316.0,779,432.0,754,XLF,2.0,11.0,1058823821.2379999,0.02764516465278812
A0,2021-03-05,2021-03-24,PII,127.08,122.86,133.2615,612.28,1.467,19,close<MA;partial,37,28.0,12.0,20.0,308.0,843,286.0,824,502.0,795,XLI,4.0,11.0,87127480.08399999,0.033172192333549996
A0,2021-02-24,2021-03-25,HPQ,27.71,27.21,29.1583,829.76,2.915,29,close<MA;partial,35,39.0,16.0,20.0,319.0,847,293.0,825,336.0,798,XLK,4.0,11.0,223490622.328,0.02550342218836545
A0,2021-03-24,2021-03-25,AMAT,123.14,120.42,118.6412,-576.23,-1.653,1,stop,36,56.0,7.0,22.0,354.0,890,139.0,876,132.0,853,XLK,8.0,11.0,1106479681.468,0.04705288380854765
A0,2021-04-06,2021-04-07,LUV,64.38,63.24,63.1768,-293.44,-1.055,1,stop,45,8.0,,,194.0,711,155.0,702,255.0,679,XLI,3.0,11.0,479096841.7099999,0.03248827714876057
A0,2021-04-07,2021-04-08,HPQ,32.65,32.15,32.1178,-253.76,-1.065,1,stop,35,26.0,11.0,16.0,238.0,679,184.0,670,230.0,647,XLK,8.0,11.0,379877143.426,0.025352202613077784
A0,2021-04-09,2021-04-12,INTC,67.51,66.63,66.5634,-218.08,-1.076,3,stop,36,45.0,4.0,15.0,204.0,627,135.0,619,397.0,597,XLK,6.0,11.0,2059768081.2837498,0.029011837559342148
A0,2021-04-09,2021-04-13,GE,68.3,66.89,66.8203,-217.67,-1.047,4,stop,36,45.0,4.0,15.0,486.0,627,267.0,619,99.0,597,XLK,6.0,11.0,1029696295.5195879,0.03232749592370829
A0,2021-04-14,2021-04-15,LUV,64.7,62.83,62.769,-212.92,-1.034,1,stop,45,8.0,,,197.0,594,102.0,585,214.0,564,XLI,5.0,11.0,408747189.8495,0.028944520625598418
A0,2021-04-14,2021-04-20,BKNG,98.88,96.3,96.2029,-214.33,-1.037,6,stop,47,4.0,,,275.0,594,315.0,585,339.0,564,XLI,5.0,11.0,976112914.6520001,0.02835668632620994
A0,2021-04-14,2021-04-20,COF,134.76,132.32,132.1877,-216.46,-1.054,6,stop,60,19.0,7.0,14.0,277.0,594,184.0,585,169.0,564,XLF,4.0,11.0,334425195.932,0.025204084920635805
A0,2021-04-21,2021-04-28,NXST,155.04,149.72,149.5703,-213.31,-1.028,7,stop,48,7.0,,,247.0,513,43.0,507,120.0,487,XLC,2.0,11.0,70383610.17899999,0.03595130115759812
A0,2021-04-21,2021-05-03,BWA,49.63,48.1,48.8711,-102.4,-0.496,12,close<MA,37,22.0,13.0,14.0,250.0,513,107.0,507,326.0,487,XLY,10.0,11.0,106235990.3015,0.03081170193445848
A0,2021-05-07,2021-05-11,DHI,102.7,100.71,100.6093,-219.27,-1.051,4,stop,15,5.0,,,95.0,458,72.0,452,231.0,436,XLI,4.0,11.0,300112340.18050003,0.02627261670708424
A0,2021-05-07,2021-05-11,LEN,104.12,101.44,101.3408,-216.89,-1.038,4,stop,15,5.0,,,176.0,458,134.0,452,242.0,436,XLI,4.0,11.0,198036727.20159957,0.025731618893323392
A0,2021-04-14,2021-05-12,HPQ,33.21,32.91,33.4082,90.89,0.643,28,close<MA;partial,35,23.0,8.0,14.0,102.0,594,133.0,585,157.0,564,XLK,6.0,11.0,359000253.777,0.024935771908893727
A0,2021-04-21,2021-05-12,MIDD,171.38,166.66,174.1322,118.29,0.583,21,partial;stop,35,11.0,5.0,14.0,169.0,513,117.0,507,156.0,487,XLI,3.0,11.0,81978536.16099998,0.02755573077147816
A0,2021-04-26,2021-05-12,SPG,119.18,118.43,119.9823,104.42,1.072,16,partial;stop,67,9.0,,,241.0,458,123.0,451,112.0,432,XLRE,3.0,11.0,301962364.96999997,0.024744157987158993
A0,2021-05-14,2021-05-19,FL,64.88,62.78,62.7169,-424.91,-1.03,5,stop,56,6.0,,,125.0,545,122.0,540,133.0,523,XLY,10.0,11.0,78490713.64750001,0.032443889631926154
A0,2021-05-17,2021-05-19,HOG,50.72,49.01,48.9614,-423.98,-1.029,2,stop,37,20.0,7.0,12.0,37.0,553,63.0,547,244.0,531,XLI,4.0,11.0,148338893.022,0.03371849395319743
A0,2021-05-20,2021-05-26,ICLR,231.2,226.57,226.3484,-320.27,-1.049,6,stop,87,5.0,,,110.0,545,204.0,540,333.0,524,XLV,7.0,11.0,148578446.646,0.026715964058588386
A0,2021-05-26,2021-05-27,FTNT,43.33,42.83,42.7832,-190.82,-1.086,1,stop,35,20.0,2.0,13.0,113.0,542,44.0,536,66.0,521,XLK,9.0,11.0,228305148.90850002,0.02847380572732664
A0,2021-05-26,2021-05-27,WPM,48.23,47.9,47.8521,-118.84,-1.146,1,stop,10,13.0,3.0,13.0,45.0,542,69.0,536,353.0,521,XLB,1.0,11.0,104787199.8915,0.02998914646301823
A0,2021-05-24,2021-06-01,IRM,43.8,42.97,43.6963,-37.73,-0.129,8,partial;stop,67,12.0,5.0,13.0,132.0,543,30.0,537,104.0,522,XLRE,4.0,11.0,101832364.28999999,0.024595462910900062
A0,2021-06-01,2021-06-02,ALLY,55.35,55.17,55.1198,-62.23,-1.324,1,stop,60,13.0,3.0,13.0,134.0,531,63.0,525,68.0,507,XLF,3.0,11.0,192057270.0925,0.024484810003857823
A0,2021-06-01,2021-06-02,MT,33.99,33.54,33.5065,-217.61,-1.075,1,stop,33,6.0,,,126.0,531,37.0,525,70.0,507,XLB,2.0,11.0,174391706.3695,0.027916740804191126
A0,2021-06-01,2021-06-08,HES,87.03,86.15,87.3403,55.15,0.357,7,partial;stop,29,8.0,,,95.0,531,61.0,525,103.0,507,XLE,9.0,11.0,165712262.745,0.03295667820144514
A0,2021-06-08,2021-06-10,STLD,66.34,64.1,64.0358,-420.98,-1.029,2,stop,33,5.0,,,250.0,471,68.0,465,86.0,450,XLB,2.0,11.0,165021733.6695,0.03371242521067873
A0,2021-06-09,2021-06-10,MTZ,121.73,120.13,120.0099,-216.94,-1.075,1,stop,16,2.0,,,183.0,462,63.0,455,53.0,440,XLI,4.0,11.0,98739606.3005,0.030213578640473637
A0,2021-06-11,2021-06-14,ET,11.16,11.12,11.1089,-72.03,-1.27,3,stop,49,7.0,,,137.0,426,36.0,421,83.0,403,XLU,7.0,11.0,174564797.7355,0.027479256437900102
A0,2021-06-14,2021-06-16,CROX,109.86,109.52,109.4105,-63.14,-1.318,2,stop,30,5.0,,,230.0,403,40.0,398,72.0,381,XLB,2.0,11.0,189154801.7285,0.037175285056609095
A0,2021-06-15,2021-06-16,CHK,57.05,55.47,55.4184,-211.72,-1.035,1,stop,13,20.0,1.0,8.0,219.0,393,58.0,388,27.0,372,XLE,10.0,11.0,69617613.08,0.027576266602600086
A0,2021-05-13,2021-06-18,DXC,35.34,34.31,37.0482,683.44,1.668,36,close<MA;partial,73,90.0,12.0,12.0,83.0,523,40.0,517,93.0,502,XLK,11.0,11.0,65209233.58150001,0.029065984078123764
A0,2021-06-23,2021-07-06,AR,14.36,13.93,14.5959,216.02,0.533,13,partial;stop,13,21.0,1.0,9.0,206.0,438,27.0,431,32.0,417,XLE,2.0,11.0,76607287.71650001,0.04785826572896844
A0,2021-06-24,2021-07-06,ANF,44.53,43.54,45.0276,168.65,0.496,12,partial;stop,56,7.0,,,147.0,431,56.0,424,38.0,411,XLY,7.0,11.0,87468215.499,0.04459476939653462
A0,2021-07-01,2021-07-06,MRO,14.2,13.8,13.7862,-425.1,-1.034,5,stop,13,25.0,1.0,11.0,294.0,471,90.0,462,47.0,448,XLE,4.0,11.0,238116777.427,0.037686836334411125
